Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020
France,SI3_AGG - MAIS - Iron and steel,World,14030,12183,14722,16030,14000,10627
France,SI3_AGG - MACH - Chemicals,World,94415,92929,100800,108312,107620,105132
France,SI3_AGG - MACHPH - Pharmaceuticals,World,31378,31353,32370,34781,36447,38869
France,SI3_AGG - MAMT - Machinery and transport equipment,World,197808,200031,208949,227000,222145,170539
France,SI3_AGG - MAMTOF - Office and telecom equipment,World,19957,19555,20670,22538,21292,18269
France,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4101,3955,4259,4861,4501,4160
France,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7557,7525,8534,8566,7773,6250
France,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,8299,8074,7876,9111,9018,7858
France,SI3_AGG - MAMTTE - Transport equipment,World,109018,111255,114673,122704,118885,83512
France,SI3_AGG - MAMTAU - Automotive products,World,46995,48680,54598,59505,55323,45689
France,SI3_AGG - MATE - Textiles,World,4722,4684,4748,5074,4776,4355
France,SI3_AGG - MACL - Clothing,World,10754,10995,11776,13232,13286,11579
French Polynesia,SI3_AGG - TO - Total merchandise,World,130,173,153,148,136,108
French Polynesia,SI3_AGG - AG - Agricultural products,World,36,47,26,27,29,24
French Polynesia,SI3_AGG - AGFO - Food,World,32,43,25,26,28,22
French Polynesia,SI3_AGG - MI - Fuels and mining products,World,1,1,1,1,1,1
French Polynesia,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MA - Manufactures,World,93,123,119,112,81,49
French Polynesia,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MACH - Chemicals,World,4,5,2,2,2,4
French Polynesia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MAMT - Machinery and transport equipment,World,14,19,7,26,8,16
French Polynesia,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,1,1,2,2
French Polynesia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,1,1,1
French Polynesia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,1,0,1,1
French Polynesia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MAMTTE - Transport equipment,World,11,14,5,7,3,11
French Polynesia,SI3_AGG - MAMTAU - Automotive products,World,1,1,0,0,0,0
French Polynesia,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
French Polynesia,SI3_AGG - MACL - Clothing,World,1,1,0,0,0,1
G-20,SI3_AGG - TO - Total merchandise,World,12744107,12369084,13623243,14947450,14598179,13566119
G-7 (Group of Seven),SI3_AGG - TO - Total merchandise,World,5292866,5194181,5597172,6031595,5863074,5233348
Gabon,SI3_AGG - TO - Total merchandise,World,5113,4345,5468,6504,6620,4903
Gabon,SI3_AGG - AG - Agricultural products,World,372,320,371,467,404,417
Gabon,SI3_AGG - AGFO - Food,World,4,8,6,9,11,20
Gabon,SI3_AGG - MI - Fuels and mining products,World,4331,3375,4581,5752,5926,4209
Gabon,SI3_AGG - MIFU - Fuels,World,3740,3128,3596,4419,4767,2875
Gabon,SI3_AGG - MA - Manufactures,World,153,213,196,278,283,274
Gabon,SI3_AGG - MAIS - Iron and steel,World,4,15,20,42,29,44
Gabon,SI3_AGG - MACH - Chemicals,World,1,1,2,1,3,0
Gabon,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,1,0,0,0
Gabon,SI3_AGG - MAMT - Machinery and transport equipment,World,18,39,16,48,26,14
Gabon,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,2,1,1,2,1
Gabon,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,1,0,0,0,0
Gabon,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,1,1,1,1,0
Gabon,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Gabon,SI3_AGG - MAMTTE - Transport equipment,World,4,24,5,33,15,8
Gabon,SI3_AGG - MAMTAU - Automotive products,World,1,2,4,3,0,1
Gabon,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Gabon,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
The Gambia,SI3_AGG - TO - Total merchandise,World,115,105,124,140,133,61
The Gambia,SI3_AGG - AG - Agricultural products,World,25,26,10,4,9,6
The Gambia,SI3_AGG - AGFO - Food,World,22,24,9,3,6,6
The Gambia,SI3_AGG - MI - Fuels and mining products,World,0,1,0,4,12,0
The Gambia,SI3_AGG - MIFU - Fuels,World,0,0,0,3,12,0
The Gambia,SI3_AGG - MA - Manufactures,World,64,7,4,4,4,20
The Gambia,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
The Gambia,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
The Gambia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
The Gambia,SI3_AGG - MAMT - Machinery and transport equipment,World,1,5,1,0,2,13
The Gambia,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
The Gambia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,,0
The Gambia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
The Gambia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,,
The Gambia,SI3_AGG - MAMTTE - Transport equipment,World,0,1,0,0,1,0
The Gambia,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,1,0
The Gambia,SI3_AGG - MATE - Textiles,World,63,1,1,3,1,1
The Gambia,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Georgia,SI3_AGG - TO - Total merchandise,World,2204,2117,2746,3380,3798,3343
Georgia,SI3_AGG - AG - Agricultural products,World,625,710,798,983,911,952
Georgia,SI3_AGG - AGFO - Food,World,608,688,775,959,886,938
Georgia,SI3_AGG - MI - Fuels and mining products,World,459,438,597,659,765,909
Georgia,SI3_AGG - MIFU - Fuels,World,136,62,109,68,25,16
Georgia,SI3_AGG - MA - Manufactures,World,1052,866,1272,1657,2041,1375
Georgia,SI3_AGG - MAIS - Iron and steel,World,246,209,371,419,364,276
Georgia,SI3_AGG - MACH - Chemicals,World,318,231,293,333,372,273
Georgia,SI3_AGG - MACHPH - Pharmaceuticals,World,155,120,153,161,183,111
Georgia,SI3_AGG - MAMT - Machinery and transport equipment,World,295,242,375,610,955,549
Georgia,SI3_AGG - MAMTOF - Office and telecom equipment,World,23,9,16,15,16,13
Georgia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,5,1,5,6,4,5
Georgia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,18,8,10,8,8,6
Georgia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,1,1,4,2
Georgia,SI3_AGG - MAMTTE - Transport equipment,World,229,189,276,483,820,469
Georgia,SI3_AGG - MAMTAU - Automotive products,World,200,183,271,471,791,434
Georgia,SI3_AGG - MATE - Textiles,World,4,5,9,16,20,22
Georgia,SI3_AGG - MACL - Clothing,World,88,80,86,83,107,89
Germany,SI3_AGG - TO - Total merchandise,World,1326206,1334355,1448191,1560539,1489412,1380647
Germany,SI3_AGG - AG - Agricultural products,World,85939,87482,92999,95769,93045,93108
Germany,SI3_AGG - AGFO - Food,World,74378,75994,80320,82167,80439,80860
Germany,SI3_AGG - MI - Fuels and mining products,World,65223,56589,65876,77871,76197,66891
Germany,SI3_AGG - MIFU - Fuels,World,32265,25545,29284,37465,37714,27712
Germany,SI3_AGG - MA - Manufactures,World,1146943,1160534,1265106,1364656,1297800,1194188
Germany,SI3_AGG - MAIS - Iron and steel,World,26433,24443,29071,31964,28407,24275
Germany,SI3_AGG - MACH - Chemicals,World,210730,211960,233452,255317,242296,245028
Germany,SI3_AGG - MACHPH - Pharmaceuticals,World,76230,76944,84861,97562,91645,99068
Germany,SI3_AGG - MAMT - Machinery and transport equipment,World,658535,667345,723080,770749,732824,649744
Germany,SI3_AGG - MAMTOF - Office and telecom equipment,World,64234,65071,73258,78968,74298,71205
Germany,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,23505,22395,26922,28968,26394,26299
Germany,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,22328,24079,24382,26188,26138,25488
Germany,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,18401,18597,21953,23812,21766,19419
Germany,SI3_AGG - MAMTTE - Transport equipment,World,333328,336456,351775,360779,338023,280229
Germany,SI3_AGG - MAMTAU - Automotive products,World,246485,247191,261444,267392,247625,211251
Germany,SI3_AGG - MATE - Textiles,World,13255,13430,14117,14854,13782,13804
Germany,SI3_AGG - MACL - Clothing,World,16954,17353,21084,24250,24561,23491
Ghana,SI3_AGG - TO - Total merchandise,World,10321,11138,13835,14943,15668,14472
Ghana,SI3_AGG - AG - Agricultural products,World,3025,3725,3652,4692,3871,3628
Ghana,SI3_AGG - AGFO - Food,World,2853,3194,3425,4456,3686,3498
Ghana,SI3_AGG - MI - Fuels and mining products,World,2679,1586,3919,5712,5826,1968
Ghana,SI3_AGG - MIFU - Fuels,World,2487,1383,3639,5233,5316,1364
Ghana,SI3_AGG - MA - Manufactures,World,839,916,930,602,873,1529
Ghana,SI3_AGG - MAIS - Iron and steel,World,37,39,42,40,59,88
Ghana,SI3_AGG - MACH - Chemicals,World,228,410,281,125,281,202
Ghana,SI3_AGG - MACHPH - Pharmaceuticals,World,2,78,2,4,8,7
Ghana,SI3_AGG - MAMT - Machinery and transport equipment,World,220,96,40,120,44,36
Ghana,SI3_AGG - MAMTOF - Office and telecom equipment,World,7,10,4,45,6,15
Ghana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,5,1,1,1,1,1
Ghana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,7,3,42,2,2
Ghana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,2,0,2,3,12
Ghana,SI3_AGG - MAMTTE - Transport equipment,World,65,11,5,7,8,6
Ghana,SI3_AGG - MAMTAU - Automotive products,World,48,7,2,4,5,3
Ghana,SI3_AGG - MATE - Textiles,World,20,12,83,7,26,18
Ghana,SI3_AGG - MACL - Clothing,World,2,0,10,23,18,4
Gibraltar,SI3_AGG - TO - Total merchandise,World,,307,,,,
Greece,SI3_AGG - TO - Total merchandise,World,28554,28151,32627,39502,37907,35169
Greece,SI3_AGG - AG - Agricultural products,World,6536,6953,7107,7864,7597,8384
Greece,SI3_AGG - AGFO - Food,World,6000,6403,6468,7229,6791,7737
Greece,SI3_AGG - MI - Fuels and mining products,World,10876,10032,13174,17140,15127,10750
Greece,SI3_AGG - MIFU - Fuels,World,8373,7634,10144,13563,11943,7698
Greece,SI3_AGG - MA - Manufactures,World,10480,10579,11705,13854,14569,15463
Greece,SI3_AGG - MAIS - Iron and steel,World,691,538,780,1203,909,944
Greece,SI3_AGG - MACH - Chemicals,World,3038,3041,3477,4135,4608,5772
Greece,SI3_AGG - MACHPH - Pharmaceuticals,World,1130,1173,1345,1743,2176,3293
Greece,SI3_AGG - MAMT - Machinery and transport equipment,World,2836,2887,2914,3460,3559,3729
Greece,SI3_AGG - MAMTOF - Office and telecom equipment,World,863,939,853,1198,1152,1184
Greece,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,533,610,523,843,823,756
Greece,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,314,311,305,329,299,376
Greece,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,16,18,26,26,31,52
Greece,SI3_AGG - MAMTTE - Transport equipment,World,604,550,509,606,567,681
Greece,SI3_AGG - MAMTAU - Automotive products,World,145,144,133,173,165,188
Greece,SI3_AGG - MATE - Textiles,World,436,479,517,546,550,572
Greece,SI3_AGG - MACL - Clothing,World,676,655,769,882,1159,809
Greenland,SI3_AGG - TO - Total merchandise,World,406,575,596,699,826,766
Greenland,SI3_AGG - AG - Agricultural products,World,377,510,536,592,682,638
Greenland,SI3_AGG - AGFO - Food,World,377,510,536,592,681,638
Greenland,SI3_AGG - MI - Fuels and mining products,World,1,1,1,1,1,1
Greenland,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Greenland,SI3_AGG - MA - Manufactures,World,16,44,40,29,96,126
Greenland,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Greenland,SI3_AGG - MACH - Chemicals,World,0,0,0,0,0,0
Greenland,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMT - Machinery and transport equipment,World,14,42,36,25,66,92
Greenland,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Greenland,SI3_AGG - MAMTTE - Transport equipment,World,13,41,33,24,62,88
Greenland,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,0,0
Greenland,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Greenland,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Grenada,SI3_AGG - TO - Total merchandise,World,33,30,30,31,32,22
Grenada,SI3_AGG - AG - Agricultural products,World,24,19,23,18,22,17
Grenada,SI3_AGG - AGFO - Food,World,24,19,23,18,22,17
Grenada,SI3_AGG - MI - Fuels and mining products,World,0,0,1,0,0,0
Grenada,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Grenada,SI3_AGG - MA - Manufactures,World,8,11,7,13,9,5
Grenada,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,0
Grenada,SI3_AGG - MACH - Chemicals,World,1,1,1,2,2,1
Grenada,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
Grenada,SI3_AGG - MAMT - Machinery and transport equipment,World,3,5,3,8,4,1
Grenada,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,2,1,3,1,0
Grenada,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Grenada,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,2,1,3,1,0
Grenada,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Grenada,SI3_AGG - MAMTTE - Transport equipment,World,1,1,1,4,2,1
Grenada,SI3_AGG - MAMTAU - Automotive products,World,0,1,0,0,1,0
Grenada,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Grenada,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Guam,SI3_AGG - TO - Total merchandise,World,32,33,33,34,32,36
Guatemala,SI3_AGG - TO - Total merchandise,World,10677,10447,10990,10769,11175,11521
Guatemala,SI3_AGG - AG - Agricultural products,World,4861,5047,5602,5466,5762,6304
Guatemala,SI3_AGG - AGFO - Food,World,4566,4760,5246,5139,5440,5995
Guatemala,SI3_AGG - MI - Fuels and mining products,World,1222,1028,775,569,600,388
Guatemala,SI3_AGG - MIFU - Fuels,World,440,338,381,454,514,275
Guatemala,SI3_AGG - MA - Manufactures,World,4549,4370,4612,4734,4811,4829
Guatemala,SI3_AGG - MAIS - Iron and steel,World,324,299,385,442,479,537
Guatemala,SI3_AGG - MACH - Chemicals,World,1281,1293,1207,1184,1274,1380
Guatemala,SI3_AGG - MACHPH - Pharmaceuticals,World,320,317,231,223,244,274
Guatemala,SI3_AGG - MAMT - Machinery and transport equipment,World,270,244,285,243,215,204
Guatemala,SI3_AGG - MAMTOF - Office and telecom equipment,World,26,22,29,31,29,25
Guatemala,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,8,6,6,5,7,5
Guatemala,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,17,14,10,11,11,14
Guatemala,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,2,13,15,11,6
Guatemala,SI3_AGG - MAMTTE - Transport equipment,World,76,72,63,66,48,46
Guatemala,SI3_AGG - MAMTAU - Automotive products,World,40,38,28,38,35,30
Guatemala,SI3_AGG - MATE - Textiles,World,282,271,288,336,354,395
Guatemala,SI3_AGG - MACL - Clothing,World,1372,1316,1391,1510,1459,1274
Guinea,SI3_AGG - TO - Total merchandise,World,1781,2414,4594,3978,3945,5595
Guinea,SI3_AGG - AG - Agricultural products,World,103,194,339,205,161,190
Guinea,SI3_AGG - AGFO - Food,World,71,5,276,175,140,166
Guinea,SI3_AGG - MI - Fuels and mining products,World,994,2053,3438,3234,3193,3741
Guinea,SI3_AGG - MIFU - Fuels,World,100,274,459,120,82,26
Guinea,SI3_AGG - MA - Manufactures,World,256,129,107,35,29,18
Guinea,SI3_AGG - MAIS - Iron and steel,World,0,9,0,1,0,0
Guinea,SI3_AGG - MACH - Chemicals,World,3,0,34,1,1,1
Guinea,SI3_AGG - MACHPH - Pharmaceuticals,World,1,0,0,0,0,0
Guinea,SI3_AGG - MAMT - Machinery and transport equipment,World,116,24,21,15,13,9
Guinea,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,0,0,1,1
Guinea,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Guinea,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,1,0,0,1,1
Guinea,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Guinea,SI3_AGG - MAMTTE - Transport equipment,World,96,15,4,3,3,1
Guinea,SI3_AGG - MAMTAU - Automotive products,World,10,1,3,2,1,1
Guinea,SI3_AGG - MATE - Textiles,World,0,0,1,1,0,0
Guinea,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Guinea-Bissau,SI3_AGG - TO - Total merchandise,World,252,277,339,339,249,198
Gulf Cooperation Council (GCC),SI3_AGG - TO - Total merchandise,World,684587,624990,706175,898315,845237,630503
Guyana,SI3_AGG - TO - Total merchandise,World,1151,1441,1437,1377,1567,2587
Guyana,SI3_AGG - AG - Agricultural products,World,498,455,582,427,441,415
Guyana,SI3_AGG - AGFO - Food,World,471,430,552,404,421,399
Guyana,SI3_AGG - MI - Fuels and mining products,World,108,116,149,136,146,1196
Guyana,SI3_AGG - MIFU - Fuels,World,0,1,0,1,1,1112
Guyana,SI3_AGG - MA - Manufactures,World,63,218,419,48,96,594
Guyana,SI3_AGG - MAIS - Iron and steel,World,0,9,5,1,7,3
Guyana,SI3_AGG - MACH - Chemicals,World,12,23,22,8,19,127
Guyana,SI3_AGG - MACHPH - Pharmaceuticals,World,7,3,4,3,3,104
Guyana,SI3_AGG - MAMT - Machinery and transport equipment,World,5,137,343,4,33,433
Guyana,SI3_AGG - MAMTOF - Office and telecom equipment,World,1,3,1,0,1,1
Guyana,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,1
Guyana,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,2,1,0,0,0
Guyana,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Guyana,SI3_AGG - MAMTTE - Transport equipment,World,2,43,266,1,4,378
Guyana,SI3_AGG - MAMTAU - Automotive products,World,0,0,1,1,1,7
Guyana,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
Guyana,SI3_AGG - MACL - Clothing,World,2,1,0,0,0,0
Haiti,SI3_AGG - TO - Total merchandise,World,882,986,980,1078,1200,721
Haiti,SI3_AGG - AG - Agricultural products,World,27,81,71,75,54,42
Haiti,SI3_AGG - AGFO - Food,World,26,80,70,74,54,42
Haiti,SI3_AGG - MI - Fuels and mining products,World,0,0,17,12,21,14
Haiti,SI3_AGG - MA - Manufactures,World,855,904,890,990,1065,654
Haiti,SI3_AGG - MACL - Clothing,World,870,840,800,897,971,584
Honduras,SI3_AGG - TO - Total merchandise,World,8226,7960,8656,8644,8788,7683
Honduras,SI3_AGG - AG - Agricultural products,World,2580,2546,3183,2781,2334,2884
Honduras,SI3_AGG - AGFO - Food,World,2523,2484,3121,2725,2288,2818
Honduras,SI3_AGG - MI - Fuels and mining products,World,94,53,168,166,103,126
Honduras,SI3_AGG - MIFU - Fuels,World,1,1,41,14,0,0
Honduras,SI3_AGG - MA - Manufactures,World,5020,4782,4964,5151,5137,3741
Honduras,SI3_AGG - MAIS - Iron and steel,World,104,83,118,116,118,133
Honduras,SI3_AGG - MACH - Chemicals,World,231,202,213,242,142,250
Honduras,SI3_AGG - MACHPH - Pharmaceuticals,World,9,11,10,11,12,15
Honduras,SI3_AGG - MAMT - Machinery and transport equipment,World,378,617,609,491,364,185
Honduras,SI3_AGG - MAMTOF - Office and telecom equipment,World,5,6,24,3,4,7
Honduras,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,3,3,2,2,3
Honduras,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,3,3,2,1,2,3
