Reporting Economy,Product/Sector,Partner Economy,a2015,a2016,a2017,a2018,a2019,a2020,
Seychelles,"MT2 - 04 - Coffee, tea",New Zealand,5830,5176,698,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Nigeria,,,,,100,,
Seychelles,"MT2 - 04 - Coffee, tea",Norway,,114,,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Pakistan,5334,,,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Philippines,8452,325,7436,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Poland,1755,4406,349,57949,76018,,
Seychelles,"MT2 - 04 - Coffee, tea",Portugal,31,,,,243,,
Seychelles,"MT2 - 04 - Coffee, tea",Russian Federation,10,1938,,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Sao Tomé and Principe,,,170,,,,
Seychelles,"MT2 - 04 - Coffee, tea","Saudi Arabia, Kingdom of",6176,11864,5627,6042,2349,,
Seychelles,"MT2 - 04 - Coffee, tea",Senegal,,,149,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Sierra Leone,220,,312,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Singapore,88469,69311,65347,190110,87604,,
Seychelles,"MT2 - 04 - Coffee, tea",South Africa,999782,711815,980572,843743,626894,,
Seychelles,"MT2 - 04 - Coffee, tea",Spain,10385,8565,4099,3486,69,,
Seychelles,"MT2 - 04 - Coffee, tea",Sri Lanka,290372,393705,321625,490441,299865,,
Seychelles,"MT2 - 04 - Coffee, tea",Sweden,290,495,,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Switzerland,1299103,582361,125969,118,22454,,
Seychelles,"MT2 - 04 - Coffee, tea",Syrian Arab Republic,629,,,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Chinese Taipei,,3323,5,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Tajikistan,,5,,,,,
Seychelles,"MT2 - 04 - Coffee, tea",Thailand,70033,33882,19717,14183,15211,,
Seychelles,"MT2 - 04 - Coffee, tea",Turkey,20258,22669,15343,13830,18407,,
Seychelles,"MT2 - 04 - Coffee, tea",United Arab Emirates,515912,583748,1168017,1407733,1322985,,
Seychelles,"MT2 - 04 - Coffee, tea",United Kingdom,131859,129066,229624,125607,231744,,
Seychelles,"MT2 - 04 - Coffee, tea",United States of America,13377,17036,14767,1636,1407,,
Seychelles,"MT2 - 04 - Coffee, tea",Viet Nam,16359,155370,9798,90073,4071,,
Seychelles,"MT2 - 04 - Coffee, tea",Zimbabwe,,,9,,,,
Seychelles,MT2 - 05 - Cereals and preparations,World,26146536,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Afghanistan,5853,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Albania,111,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Andorra,5731,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Argentina,113,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Australia,232106,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Austria,4345,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,"Bahrain, Kingdom of",1373,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Belgium,218675,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Brazil,10569,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Bulgaria,16652,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Canada,18118,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,China,277861,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Colombia,15,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Cyprus,4332,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Denmark,86788,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Egypt,237811,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Estonia,31,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Eswatini,5,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Finland,402,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,France,1585060,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Gabon,105,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Germany,802650,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Greece,31453,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Honduras,239,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,"Hong Kong, China",205839,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Hungary,1,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,India,6915122,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Indonesia,204433,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Iran,7775,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Ireland,28906,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Israel,192,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Italy,846201,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Jamaica,1074,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Japan,74056,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Kazakhstan,51,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Kenya,203198,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,"Korea, Republic of",6390,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Lebanese Republic,2334,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Madagascar,43431,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Malawi,64,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Malaysia,1634167,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Mali,1888,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Malta,63571,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Mauritius,2787569,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Mexico,13200,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Mongolia,504,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Morocco,8332,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Mozambique,146,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Myanmar,354,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Namibia,54,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Netherlands,349183,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,New Zealand,84,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Norway,1,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Oman,117419,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Pakistan,929657,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Peru,410,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Philippines,110026,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Poland,65921,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Portugal,30429,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Qatar,25,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Russian Federation,73,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,"Saudi Arabia, Kingdom of",18929,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Singapore,1357321,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Slovenia,6,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,South Africa,2466645,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Spain,169749,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Sri Lanka,155991,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Suriname,12638,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Sweden,2630,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Switzerland,30112,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Syrian Arab Republic,8,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Chinese Taipei,2970,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Thailand,496854,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Tunisia,24,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Turkey,217300,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Uganda,151145,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,United Arab Emirates,1856970,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,United Kingdom,651139,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,United States of America,262630,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,"Venezuela, Bolivarian Republic of",114,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Viet Nam,37623,,,,,,
Seychelles,MT2 - 05 - Cereals and preparations,Yemen,203,,,,,,
Sierra Leone,MT2 - 01 - Animal products,World,6941928,,,,,,
Sierra Leone,MT2 - 01 - Animal products,Argentina,40345,,,,,,
Sierra Leone,MT2 - 01 - Animal products,Belgium,693491,,,,,,
Sierra Leone,MT2 - 01 - Animal products,China,9489,,,,,,
Sierra Leone,MT2 - 01 - Animal products,Denmark,623139,,,,,,
Sierra Leone,MT2 - 01 - Animal products,France,151845,,,,,,
Sierra Leone,MT2 - 01 - Animal products,Germany,631806,,,,,,
Sierra Leone,MT2 - 01 - Animal products,Lebanese Republic,430882,,,,,,
Sierra Leone,MT2 - 01 - Animal products,Netherlands,623752,,,,,,
Sierra Leone,MT2 - 01 - Animal products,"Saudi Arabia, Kingdom of",32754,,,,,,
Sierra Leone,MT2 - 01 - Animal products,South Africa,533660,,,,,,
Sierra Leone,MT2 - 01 - Animal products,Sweden,196934,,,,,,
Sierra Leone,MT2 - 01 - Animal products,Turkey,51965,,,,,,
Sierra Leone,MT2 - 01 - Animal products,United Arab Emirates,140546,,,,,,
Sierra Leone,MT2 - 01 - Animal products,United Kingdom,1967652,,,,,,
Sierra Leone,MT2 - 01 - Animal products,United States of America,813668,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,World,11921012,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Belgium,1550458,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Denmark,1946959,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,France,156177,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Germany,23194,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Ghana,117397,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,India,11883,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Indonesia,26654,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Lebanese Republic,2190459,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Malaysia,726477,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Morocco,584823,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Netherlands,2004013,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Portugal,20593,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Singapore,12851,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Thailand,13042,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,Turkey,13663,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,United Arab Emirates,475490,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,United Kingdom,1645568,,,,,,
Sierra Leone,MT2 - 02 - Dairy products,United States of America,401310,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",World,169346214,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Belgium,2249571,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",China,1205032,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Denmark,676920,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",France,707274,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Germany,584599,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Ghana,397651,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants","Hong Kong, China",195601,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",India,27740,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Italy,3238085,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Lebanese Republic,5475029,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Netherlands,9909787,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Nigeria,12745,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",Sri Lanka,25461,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,1566409,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",United Kingdom,139578340,,,,,,
Sierra Leone,"MT2 - 03 - Fruits, vegetables, plants",United States of America,3495969,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",World,12829230,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Belgium,536380,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Brazil,23402,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",China,145046,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Côte d'Ivoire,20701,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",France,324359,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Germany,51013,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Ghana,34339,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",India,491735,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Indonesia,53308,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Lebanese Republic,1718574,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Netherlands,490688,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Portugal,8115,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Spain,71072,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",Sri Lanka,197542,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",United Arab Emirates,704151,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",United Kingdom,6421629,,,,,,
Sierra Leone,"MT2 - 04 - Coffee, tea",United States of America,1537174,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,World,81747340,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Argentina,124673,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Bangladesh,298980,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Belgium,1897872,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Brazil,2043099,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Canada,14442,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,China,1157046,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Côte d'Ivoire,109850,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Denmark,196004,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Egypt,38405,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,France,2004400,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,The Gambia,23334,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Germany,265461,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Ghana,110965,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,"Hong Kong, China",117869,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,India,6784972,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Indonesia,342435,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Italy,4654921,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Latvia,101791,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Lebanese Republic,8221921,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Liberia,181727,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Malaysia,103740,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Malta,101864,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Netherlands,3913378,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Nigeria,27729,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Oman,17599,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Pakistan,2659778,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Poland,15524,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Portugal,55500,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Qatar,24615,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Senegal,794427,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,South Africa,269376,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Spain,178597,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Sri Lanka,1371241,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Thailand,1815581,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Tunisia,138778,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Turkey,3200031,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Ukraine,914747,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,United Arab Emirates,6640054,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,United Kingdom,20870820,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,United States of America,9826028,,,,,,
Sierra Leone,MT2 - 05 - Cereals and preparations,Uruguay,117766,,,,,,
Singapore,MT2 - 01 - Animal products,World,1206548866,1162166144,1203781940,1236924560,1219562813,,
Singapore,MT2 - 01 - Animal products,Argentina,14300867,15967823,11610342,18129392,17097454,,
Singapore,MT2 - 01 - Animal products,Australia,212361557,204078266,217416319,219135871,199596233,,
Singapore,MT2 - 01 - Animal products,Austria,1222417,2676211,3410675,3847778,2879579,,
Singapore,MT2 - 01 - Animal products,"Bahrain, Kingdom of",,131278,23316,,,,
Singapore,MT2 - 01 - Animal products,Bangladesh,,117,339,92,,,
Singapore,MT2 - 01 - Animal products,Belgium,2080558,2049928,1510075,1168812,153803,,
Singapore,MT2 - 01 - Animal products,Belize,50403,,,,,,
Singapore,MT2 - 01 - Animal products,Brazil,346552825,350920369,356596478,364528915,374744867,,
Singapore,MT2 - 01 - Animal products,Brunei Darussalam,7,,,,,,
Singapore,MT2 - 01 - Animal products,Cambodia,,,,557432,,,
Singapore,MT2 - 01 - Animal products,Canada,12035505,7653907,11049124,5078844,6403678,,
Singapore,MT2 - 01 - Animal products,Chile,86778,121021,148298,5183,478798,,
Singapore,MT2 - 01 - Animal products,China,31675442,35042183,36279902,37086165,30239532,,
Singapore,MT2 - 01 - Animal products,Congo,31053,4338,,,,,
Singapore,MT2 - 01 - Animal products,Cyprus,,,8845,,,,
Singapore,MT2 - 01 - Animal products,Czech Republic,1002715,312253,26316,17981,11116,,
Singapore,MT2 - 01 - Animal products,Democratic Republic of the Congo,297373,222043,16650,6878,,,
Singapore,MT2 - 01 - Animal products,Denmark,17006334,12377646,13252930,14950093,12772827,,
Singapore,MT2 - 01 - Animal products,Egypt,29761,204860,,,,,
Singapore,MT2 - 01 - Animal products,Finland,205109,536696,633838,1039349,885866,,
Singapore,MT2 - 01 - Animal products,France,14559720,11999950,11502858,10319441,9091155,,
Singapore,MT2 - 01 - Animal products,Georgia,,19696,,,,,
Singapore,MT2 - 01 - Animal products,Germany,8977660,11772034,9681635,12835959,15958964,,
Singapore,MT2 - 01 - Animal products,Greece,,,,10,,,
Singapore,MT2 - 01 - Animal products,Guinea,7298,,925,6514,27218,,
Singapore,MT2 - 01 - Animal products,Guyana,80983,414368,,27664,27906,,
Singapore,MT2 - 01 - Animal products,"Hong Kong, China",1396066,331374,2314136,2097667,667178,,
Singapore,MT2 - 01 - Animal products,Hungary,2996391,4467553,1696091,1137048,619724,,
Singapore,MT2 - 01 - Animal products,India,4197214,5505436,1790077,1225423,375927,,
Singapore,MT2 - 01 - Animal products,Indonesia,2199918,2049257,2014145,236157,56665,,
Singapore,MT2 - 01 - Animal products,Ireland,2225018,3129841,3887417,3518906,3261347,,
Singapore,MT2 - 01 - Animal products,Israel,4257,,4617,133431,29831,,
Singapore,MT2 - 01 - Animal products,Italy,2269233,2243966,2788745,3939877,5913744,,
Singapore,MT2 - 01 - Animal products,Japan,10788644,12792793,14905752,17606964,19948443,,
Singapore,MT2 - 01 - Animal products,Jordan,,,12,271,,,
Singapore,MT2 - 01 - Animal products,"Korea, Republic of",750704,1092343,918471,425629,398511,,
Singapore,MT2 - 01 - Animal products,Lao People's Democratic Republic,19044,,,,,,
Singapore,MT2 - 01 - Animal products,Lebanese Republic,,,,,2562,,
Singapore,MT2 - 01 - Animal products,Lithuania,,27074,,,,,
Singapore,MT2 - 01 - Animal products,Luxembourg,,,,66949,,,
Singapore,MT2 - 01 - Animal products,Malaysia,212250289,209056352,204976623,226822106,216390976,,
Singapore,MT2 - 01 - Animal products,Mali,65353,43953,62042,3910,5438,,
Singapore,MT2 - 01 - Animal products,Malta,,,11741,,,,
Singapore,MT2 - 01 - Animal products,Mauritius,,411,,,,,
Singapore,MT2 - 01 - Animal products,Mexico,41770,56,39282,357103,868401,,
Singapore,MT2 - 01 - Animal products,Mozambique,6760,235531,75309,6187,17515,,
Singapore,MT2 - 01 - Animal products,Myanmar,,183,,,,,
Singapore,MT2 - 01 - Animal products,Namibia,7,,,,,,
Singapore,MT2 - 01 - Animal products,Netherlands,48413304,45684392,49073420,54410670,43641586,,
Singapore,MT2 - 01 - Animal products,New Zealand,42390074,32604631,39337049,33348939,28283749,,
Singapore,MT2 - 01 - Animal products,Norway,31024,9460,,566948,59144,,
Singapore,MT2 - 01 - Animal products,Pakistan,,187562,,,2044,,
Singapore,MT2 - 01 - Animal products,Panama,,,46995,42055,192373,,
Singapore,MT2 - 01 - Animal products,Paraguay,1524275,1326823,1613362,1056555,258318,,
Singapore,MT2 - 01 - Animal products,Peru,,,,52900,,,
Singapore,MT2 - 01 - Animal products,Philippines,31203,92499,37581,97550,176863,,
Singapore,MT2 - 01 - Animal products,Poland,1031718,627493,1561404,235922,346783,,
Singapore,MT2 - 01 - Animal products,Portugal,14907,211,177440,221704,230989,,
Singapore,MT2 - 01 - Animal products,Qatar,,,177,6448,,,
Singapore,MT2 - 01 - Animal products,Romania,,,,259769,238974,,
Singapore,MT2 - 01 - Animal products,Russian Federation,,1985,,,,,
Singapore,MT2 - 01 - Animal products,"Saudi Arabia, Kingdom of",,15279,,,,,
Singapore,MT2 - 01 - Animal products,Senegal,4118,9067,21390,3374,1934,,
Singapore,MT2 - 01 - Animal products,Seychelles,,,,,35419,,
Singapore,MT2 - 01 - Animal products,Slovak Republic,2651,5568,,,,,
Singapore,MT2 - 01 - Animal products,Slovenia,,140905,,12812,,,
Singapore,MT2 - 01 - Animal products,Solomon Islands,,,43792,6118,,,
Singapore,MT2 - 01 - Animal products,South Africa,1750247,1218223,650184,523915,308,,
Singapore,MT2 - 01 - Animal products,Spain,24035630,26219511,34424489,26278053,34281963,,
Singapore,MT2 - 01 - Animal products,Sri Lanka,,,438,4596,4244,,
Singapore,MT2 - 01 - Animal products,Suriname,119285,81749,71886,101767,47321,,
Singapore,MT2 - 01 - Animal products,Sweden,983919,1130213,1487120,1395593,2688266,,
Singapore,MT2 - 01 - Animal products,Switzerland,59404,297797,69956,119118,66402,,
Singapore,MT2 - 01 - Animal products,Chinese Taipei,1328664,691761,640996,1607270,890235,,
Singapore,MT2 - 01 - Animal products,Tanzania,4580,2892,,,,,
Singapore,MT2 - 01 - Animal products,Thailand,72363696,69956097,75477059,83730746,92617139,,
Singapore,MT2 - 01 - Animal products,Turkey,5152,,,1892,,,
Singapore,MT2 - 01 - Animal products,Ukraine,,24392,,34387,250365,,
Singapore,MT2 - 01 - Animal products,United Arab Emirates,77186,14821,102670,34012,191472,,
Singapore,MT2 - 01 - Animal products,United Kingdom,3046513,4312042,5463506,5718486,4363561,,
Singapore,MT2 - 01 - Animal products,United States of America,104585639,78868595,83271592,79333975,88708712,,
Singapore,MT2 - 01 - Animal products,Uruguay,2268772,839889,1486676,1294944,650242,,
Singapore,MT2 - 01 - Animal products,Uzbekistan,,,4171,,,,
Singapore,MT2 - 01 - Animal products,Viet Nam,568309,321179,65261,104041,2368051,,
Singapore,MT2 - 02 - Dairy products,World,785098278,639163927,773074079,829473390,824118697,,
Singapore,MT2 - 02 - Dairy products,Argentina,3320572,482438,1141022,2960238,3099612,,
Singapore,MT2 - 02 - Dairy products,Australia,162443438,144494501,150825248,135896422,127474204,,
Singapore,MT2 - 02 - Dairy products,Austria,105776,196754,281202,638371,1205677,,
Singapore,MT2 - 02 - Dairy products,"Bahrain, Kingdom of",,,34,32,18868,,
Singapore,MT2 - 02 - Dairy products,Bangladesh,9428,18487,9753,27750,59402,,
Singapore,MT2 - 02 - Dairy products,Belarus,27608,25525,23805,24175,343,,
Singapore,MT2 - 02 - Dairy products,Belgium,7554609,5599137,10756077,12451421,11004922,,
Singapore,MT2 - 02 - Dairy products,Belize,,,,,114,,
Singapore,MT2 - 02 - Dairy products,Brazil,,48,36362,156,67,,
Singapore,MT2 - 02 - Dairy products,Brunei Darussalam,,,,9,338996,,
Singapore,MT2 - 02 - Dairy products,Bulgaria,22092,20161,17057,7122,,,
Singapore,MT2 - 02 - Dairy products,Cambodia,,,,868,,,
Singapore,MT2 - 02 - Dairy products,Canada,5596512,3859608,1399442,2516464,3067978,,
Singapore,MT2 - 02 - Dairy products,Chile,,,47902,,7,,
Singapore,MT2 - 02 - Dairy products,China,252164,1001710,1901992,2010859,1290944,,
Singapore,MT2 - 02 - Dairy products,Colombia,,,,,1453,,
Singapore,MT2 - 02 - Dairy products,Côte d'Ivoire,20,41,,,,,
Singapore,MT2 - 02 - Dairy products,Croatia,,2000,3871,208,2491,,
Singapore,MT2 - 02 - Dairy products,Cyprus,11150,13291,8371,9044,48,,
Singapore,MT2 - 02 - Dairy products,Czech Republic,305605,421416,712029,276724,424808,,
Singapore,MT2 - 02 - Dairy products,Denmark,15868071,14267856,23207512,28845317,29557433,,
Singapore,MT2 - 02 - Dairy products,Ecuador,,,,7,,,
Singapore,MT2 - 02 - Dairy products,Egypt,132970,,47383,,1,,
Singapore,MT2 - 02 - Dairy products,Estonia,,16312,15308,1498,6223,,
Singapore,MT2 - 02 - Dairy products,Ethiopia,,,425,33,23,,
Singapore,MT2 - 02 - Dairy products,Finland,8846751,8610672,10392906,7317078,7072317,,
Singapore,MT2 - 02 - Dairy products,France,47271081,37663516,52943407,59450744,62235946,,
Singapore,MT2 - 02 - Dairy products,Georgia,,,,,2449,,
Singapore,MT2 - 02 - Dairy products,Germany,28789146,24541375,29728215,39225190,35257989,,
Singapore,MT2 - 02 - Dairy products,Ghana,96705,14,196,,8,,
Singapore,MT2 - 02 - Dairy products,Greece,1272598,1191750,1534689,1559417,1434822,,
Singapore,MT2 - 02 - Dairy products,"Hong Kong, China",107007,2372,154609,14426,81895,,
Singapore,MT2 - 02 - Dairy products,Hungary,142593,80,38617,380,4397,,
Singapore,MT2 - 02 - Dairy products,Iceland,1546,,,7,,,
Singapore,MT2 - 02 - Dairy products,India,7783149,7586963,9725680,11562674,11468995,,
Singapore,MT2 - 02 - Dairy products,Indonesia,6343324,5030948,4764496,4277346,4479797,,
Singapore,MT2 - 02 - Dairy products,Iran,68,324,3269,280,85,,
