Reporting Economy,Product/Sector,Partner Economy,a2015,a2016,a2017,a2018,a2019,a2020,
Singapore,MT2 - 02 - Dairy products,Ireland,23689371,18585737,22714055,25259811,30070474,,
Singapore,MT2 - 02 - Dairy products,Israel,1,,,747434,3351,,
Singapore,MT2 - 02 - Dairy products,Italy,6697399,6417864,7088492,8191937,7819810,,
Singapore,MT2 - 02 - Dairy products,Japan,1373190,1992908,3578519,2892538,3600953,,
Singapore,MT2 - 02 - Dairy products,"Korea, Republic of",679484,828616,907059,931117,887697,,
Singapore,MT2 - 02 - Dairy products,"Kuwait, the State of",138073,,,,,,
Singapore,MT2 - 02 - Dairy products,Latvia,1979,417,,16189,7618,,
Singapore,MT2 - 02 - Dairy products,Lebanese Republic,,,4892,,,,
Singapore,MT2 - 02 - Dairy products,Lithuania,43398,394628,213765,246231,290508,,
Singapore,MT2 - 02 - Dairy products,Malaysia,26926028,23507802,23156808,20649593,19032044,,
Singapore,MT2 - 02 - Dairy products,Maldives,,,43476,,,,
Singapore,MT2 - 02 - Dairy products,Mauritius,11,,,,,,
Singapore,MT2 - 02 - Dairy products,Mexico,6,1,25,64,433,,
Singapore,MT2 - 02 - Dairy products,Myanmar,63,152,28,,100,,
Singapore,MT2 - 02 - Dairy products,Namibia,,416709,127283,,,,
Singapore,MT2 - 02 - Dairy products,Nepal,,,1988,496,677,,
Singapore,MT2 - 02 - Dairy products,Netherlands,44938171,37161120,36178544,45680765,40355663,,
Singapore,MT2 - 02 - Dairy products,New Zealand,263184570,192599056,254895631,254061082,270794250,,
Singapore,MT2 - 02 - Dairy products,Nigeria,1,,,,,,
Singapore,MT2 - 02 - Dairy products,Norway,98362,126798,297895,2741374,3442090,,
Singapore,MT2 - 02 - Dairy products,Oman,,9797,,16,12055,,
Singapore,MT2 - 02 - Dairy products,Pakistan,221,143,182,57,17,,
Singapore,MT2 - 02 - Dairy products,Peru,512,93,133,104,43,,
Singapore,MT2 - 02 - Dairy products,Philippines,305709,449532,258424,454617,438940,,
Singapore,MT2 - 02 - Dairy products,Poland,2957557,1149081,1700556,3458139,3349784,,
Singapore,MT2 - 02 - Dairy products,Portugal,51073,70416,56191,90091,175815,,
Singapore,MT2 - 02 - Dairy products,Qatar,,,,56,,,
Singapore,MT2 - 02 - Dairy products,Romania,,,74,,,,
Singapore,MT2 - 02 - Dairy products,Russian Federation,,35,,7893,,,
Singapore,MT2 - 02 - Dairy products,"Saudi Arabia, Kingdom of",594,271847,315706,506039,734958,,
Singapore,MT2 - 02 - Dairy products,Senegal,914658,,,,,,
Singapore,MT2 - 02 - Dairy products,Slovak Republic,,,,,466,,
Singapore,MT2 - 02 - Dairy products,Slovenia,4345,46496,111598,1211435,5516227,,
Singapore,MT2 - 02 - Dairy products,South Africa,54,86465,60347,1501,619,,
Singapore,MT2 - 02 - Dairy products,Spain,2180851,2293222,1913793,1690760,1290954,,
Singapore,MT2 - 02 - Dairy products,Sri Lanka,1367,6179,4374,5417,6256,,
Singapore,MT2 - 02 - Dairy products,Sweden,361677,693171,2222378,8828900,3175394,,
Singapore,MT2 - 02 - Dairy products,Switzerland,6319353,6860027,7406002,8256970,6740569,,
Singapore,MT2 - 02 - Dairy products,Chinese Taipei,562102,158735,192577,355139,419789,,
Singapore,MT2 - 02 - Dairy products,Thailand,48488403,48102208,50644666,56174625,59319525,,
Singapore,MT2 - 02 - Dairy products,Turkey,697482,1068010,2778810,827225,2412195,,
Singapore,MT2 - 02 - Dairy products,Ukraine,54192,,151730,1814075,1137665,,
Singapore,MT2 - 02 - Dairy products,United Arab Emirates,791136,641525,660168,581233,653582,,
Singapore,MT2 - 02 - Dairy products,United Kingdom,7671983,7828516,10493010,15608475,17173419,,
Singapore,MT2 - 02 - Dairy products,United States of America,45265926,27599384,34656913,46721102,33535671,,
Singapore,MT2 - 02 - Dairy products,Uruguay,3382676,3729915,8440841,9574555,9542539,,
Singapore,MT2 - 02 - Dairy products,Viet Nam,1012314,1020021,2072892,2812075,2584231,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",World,1762413330,1813087475,1820559477,1811688178,1743750110,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Afghanistan,7106,,,153,47074,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Albania,180,43,1246,,258,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Algeria,84,,21,277,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Argentina,6239141,4655910,3396751,3609347,3136767,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Armenia,,,,31720,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Australia,108459109,115011157,113482193,121069263,120799946,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Austria,384756,576402,368081,246193,247283,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Azerbaijan,,,,6352,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Bangladesh,2382100,2127858,2528786,1177514,1267360,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Belarus,743,434,,816,435,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Belgium,4274295,5132712,5039642,6055815,5624566,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Belize,,,,,30666,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Bhutan,38594,61095,21351,396612,15904,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants","Bolivia, Plurinational State of",4450,16150,260184,202090,5631,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Bosnia and Herzegovina,,,157,190,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Brazil,2787151,5215064,4673014,3142433,1437440,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Brunei Darussalam,16,,1097,,22455,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Bulgaria,16759,56963,61244,67801,32756,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Cabo Verde,,,,4421,17324,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Cambodia,25412,338162,4639,123672,491665,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Cameroon,2472,6261,8892,4512,1893,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Canada,13458970,8980065,9989965,9734639,7730977,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Central African Republic,55160,,,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Chad,175040,186113,289958,324020,154861,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Chile,5768899,7418560,5618366,8035844,7213758,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",China,354858144,355349799,324151870,325294715,325444142,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Colombia,178322,373311,210796,443607,437978,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Costa Rica,30835,3395,801,464,7618,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Côte d'Ivoire,313268,,2721,34,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Croatia,7784,40751,45185,69701,103562,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Cyprus,,2643,,78561,21404,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Czech Republic,190829,209818,113855,149659,13694,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Denmark,1178078,1015972,1092108,1088461,1139120,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Dominican Republic,,133,80,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Ecuador,3106998,5322553,6164593,5453860,5516773,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Egypt,8944345,9471944,11545594,13882976,15437341,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",El Salvador,40129,20426,18153,10958,67052,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Estonia,,1586,353,552,1782,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Eswatini,,,,30007,15999,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Ethiopia,17996,27360,83859,197439,383733,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Fiji,,,,182,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Finland,20706,14130,53426,74307,10787,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",France,18269903,18551062,18146607,18496824,21397554,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Georgia,1602,234235,121942,,5485,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Germany,4697432,6272585,6415010,8593439,8491266,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Ghana,,5,3093,,1441,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Greece,797202,1120368,1686270,1541214,1640422,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Guatemala,78093,68861,88247,47945,27266,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Guinea,137,,,,79573,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Guyana,,,99,205,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Honduras,461590,432278,108716,692734,229515,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants","Hong Kong, China",10232792,11779878,7964695,6753421,6928517,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Hungary,422248,395352,368202,450777,411388,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Iceland,,17,,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",India,45128610,56268369,58689320,57248331,55488240,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Indonesia,178902718,214656886,241970948,203733448,127931721,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Iran,6879374,8316455,5683749,5059285,2486306,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Iraq,,,,473,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Ireland,58732,2175,330897,201557,138261,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Israel,4757477,5549603,4337837,3248919,3337687,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Italy,13280366,12724678,15288153,16180609,14432360,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Jamaica,,9,,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Japan,19316670,22149892,23871957,30780831,34533676,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Jordan,2,38049,200393,431729,512132,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Kazakhstan,500,,,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Kenya,2089370,2114898,3312957,3042786,2719081,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants","Korea, Republic of",21970077,23112105,25149784,25223301,32521242,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants","Kuwait, the State of",3478,228,8556,221,15369,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Kyrgyz Republic,,,,1641,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Lao People's Democratic Republic,32981,30,,10304,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Latvia,3293,12155,1035,1060,4134,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Lebanese Republic,16272,13115,4586,8760,10327,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Lithuania,,,201,3458,15425,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Luxembourg,,,,,526,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants","Macao, China",44336,,,79,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Madagascar,27615,93864,47719,56911,21705,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Malawi,1958381,1308622,1047045,1128387,1020504,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Malaysia,342200537,344581707,356672578,357652026,351871267,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Maldives,,,,23410,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Malta,,,,692,43,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Mauritania,,,,,1452,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Mauritius,73533,66156,55133,5036,51110,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Mexico,2629120,6569299,11597803,9548819,7871784,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants","Moldova, Republic of",118,,,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Montenegro,,,12602,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Morocco,234092,1435823,1837286,1916289,2501496,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Mozambique,98721,119145,421034,179822,138867,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Myanmar,13957114,13280844,12711564,9376125,9724496,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Namibia,70610,,,,40322,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Nepal,2203056,977859,1105779,286725,715743,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Netherlands,18971740,21582281,26232258,26223318,24605207,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",New Zealand,39569475,39462749,35801240,40692836,39126299,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Nigeria,111932,45240,184811,2483,21,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",North Macedonia,,,1368,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Norway,14806,21016,35672,3504,3695,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Oman,3828,22547,17377,871563,459963,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Pakistan,4588868,3739096,3610932,4748863,8026322,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Panama,52,4061,,,1,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Papua New Guinea,2616495,2146802,1030603,1828704,342793,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Paraguay,1537,26467,8185,2774,25858,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Peru,4896316,5253925,5806853,2997115,3867681,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Philippines,31793358,29676219,26359285,27582379,28631087,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Poland,822324,906311,1175583,864620,868571,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Portugal,42707,30835,68932,42109,171335,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Qatar,,,93620,169563,441125,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Romania,,1587,6432,850,4185,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Russian Federation,804,1349,2345,29702,27465,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Rwanda,,,,20,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants","Saudi Arabia, Kingdom of",1112566,1359965,1380499,2009225,1614789,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Senegal,118023,134580,36201,20655,4853,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Serbia,10833,55814,61274,74687,53554,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Sierra Leone,,,3304,7509,7444,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Slovak Republic,3408,6415,5170,1,2890,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Slovenia,48759,52427,65411,3995,784,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Solomon Islands,,171,,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",South Africa,60789829,50918893,54231516,50155610,51117796,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Spain,10725134,12978801,15578525,13787652,14382532,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Sri Lanka,2263852,2582220,2637673,2988783,2500257,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Sudan,,6928,16587,,118291,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Sweden,610614,363286,404072,343515,404834,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Switzerland,3016597,2993290,2229920,3073363,3006273,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Syrian Arab Republic,61233,61598,,63523,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Chinese Taipei,23757704,17789253,18158647,21287660,20405581,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Tanzania,75879,29686,99791,429267,122588,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Thailand,95431360,88999266,87096316,87791918,84557248,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Timor-Leste,722,13714,,24,24087,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Togo,,,36,6,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Tonga,105,1829,,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Tunisia,1228859,1018027,1240347,1494684,1912587,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Turkey,8909194,9550594,10368313,11214883,10633162,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Uganda,,15163,6400,1426,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Ukraine,24767,47602,115138,110342,241894,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",United Arab Emirates,1409239,2209365,2466466,3585338,5488805,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",United Kingdom,4358718,4322113,4822301,6344996,6947382,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",United States of America,204117165,200593988,193917278,198496932,202428473,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Uruguay,,71715,219802,53788,295257,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Uzbekistan,7882,87314,6618,66760,12308,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Vanuatu,53906,98906,,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Viet Nam,35380573,39353557,35383521,35187650,41599505,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Yemen,,18570,403,,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Zambia,,,,25999,,,
Singapore,"MT2 - 03 - Fruits, vegetables, plants",Zimbabwe,4198,4,,33921,33031,,
Singapore,"MT2 - 04 - Coffee, tea",World,821459624,795151757,717371896,783092693,822462548,,
Singapore,"MT2 - 04 - Coffee, tea",Albania,,,,,5103,,
Singapore,"MT2 - 04 - Coffee, tea",Algeria,,,,16588,,,
Singapore,"MT2 - 04 - Coffee, tea",Argentina,19468,50230,26968,43093,,,
Singapore,"MT2 - 04 - Coffee, tea",Australia,11295490,11190164,12202358,14326561,12561375,,
Singapore,"MT2 - 04 - Coffee, tea",Austria,1124947,1119344,1295382,1248747,817879,,
Singapore,"MT2 - 04 - Coffee, tea",Azerbaijan,,,,125,,,
Singapore,"MT2 - 04 - Coffee, tea",Bangladesh,55,,,642,19611,,
Singapore,"MT2 - 04 - Coffee, tea",Belarus,885,403,,,,,
Singapore,"MT2 - 04 - Coffee, tea",Belgium,11576064,12918954,9959638,10070518,9447390,,
Singapore,"MT2 - 04 - Coffee, tea",Belize,,,,,5268,,
Singapore,"MT2 - 04 - Coffee, tea",Bhutan,,,49,,62,,
Singapore,"MT2 - 04 - Coffee, tea","Bolivia, Plurinational State of",,16,700,57,1771,,
Singapore,"MT2 - 04 - Coffee, tea",Brazil,16477816,7201354,6611662,8650787,12540397,,
Singapore,"MT2 - 04 - Coffee, tea",Brunei Darussalam,,8685,,,,,
Singapore,"MT2 - 04 - Coffee, tea",Bulgaria,429134,298425,411425,455433,278373,,
Singapore,"MT2 - 04 - Coffee, tea",Burundi,13154,3078,1277,2155,,,
Singapore,"MT2 - 04 - Coffee, tea",Cambodia,,,1404,10701,298,,
Singapore,"MT2 - 04 - Coffee, tea",Cameroon,36033086,31170956,18950648,19551864,34761491,,
Singapore,"MT2 - 04 - Coffee, tea",Canada,2756480,3569101,3290036,3670303,3536006,,
Singapore,"MT2 - 04 - Coffee, tea",Chile,199396,329455,928725,510938,1130664,,
Singapore,"MT2 - 04 - Coffee, tea",China,17094758,20229231,37294684,17804480,14123241,,
Singapore,"MT2 - 04 - Coffee, tea",Colombia,2296820,2360419,1672021,1900174,2165296,,
Singapore,"MT2 - 04 - Coffee, tea",Congo,,69295,589472,45437,1222538,,
Singapore,"MT2 - 04 - Coffee, tea",Costa Rica,275202,527680,344836,374509,52615,,
Singapore,"MT2 - 04 - Coffee, tea",Côte d'Ivoire,14800196,12337615,6374172,8004931,10935194,,
Singapore,"MT2 - 04 - Coffee, tea",Croatia,1055,59,2850,5067,3656,,
Singapore,"MT2 - 04 - Coffee, tea",Cuba,,1982,1048,,,,
Singapore,"MT2 - 04 - Coffee, tea",Cyprus,,3175,,,,,
Singapore,"MT2 - 04 - Coffee, tea",Czech Republic,59376,37650,4831,31795,31457,,
Singapore,"MT2 - 04 - Coffee, tea",Democratic Republic of the Congo,,,,692,9,,
Singapore,"MT2 - 04 - Coffee, tea",Denmark,2396816,2584044,2794541,2823588,2257296,,
Singapore,"MT2 - 04 - Coffee, tea",Djibouti,292202,342048,841783,1212376,624694,,
Singapore,"MT2 - 04 - Coffee, tea",Dominican Republic,,94171,3112,5066,24756,,
Singapore,"MT2 - 04 - Coffee, tea",Ecuador,647016,1047956,447096,5794302,2449980,,
Singapore,"MT2 - 04 - Coffee, tea",Egypt,106459,153078,64402,584477,256150,,
Singapore,"MT2 - 04 - Coffee, tea",El Salvador,150342,234867,111166,215565,252046,,
Singapore,"MT2 - 04 - Coffee, tea",Estonia,1583406,721068,,,24259,,
Singapore,"MT2 - 04 - Coffee, tea",Eswatini,3656,,59,,,,
Singapore,"MT2 - 04 - Coffee, tea",Ethiopia,503096,696541,212343,446451,471959,,
Singapore,"MT2 - 04 - Coffee, tea",Fiji,,711,423,,228,,
Singapore,"MT2 - 04 - Coffee, tea",Finland,456259,737470,680325,857728,743395,,
Singapore,"MT2 - 04 - Coffee, tea",France,8798599,8163667,7498598,8862279,7622201,,
Singapore,"MT2 - 04 - Coffee, tea",Georgia,84,6172,25940,329251,348807,,
